Gender,Age,Income,Education,Location,Credit_Score,Loan_Status
Female,34,42301,Bachelor,Rural,398,0
Male,41,101186,High School,Urban,662,1
Female,28,33777,Bachelor,Suburban,382,0
Female,36,58346,High School,Urban,355,0
Female,44,74703,PhD,Urban,321,1
Male,35,69255,High School,Urban,484,1
Female,44,48469,High School,Urban,821,0
Female,40,23845,High School,Urban,563,1
Male,50,52499,Bachelor,Urban,524,0
Male,41,81628,Bachelor,Rural,337,1
Female,50,64252,Master,Urban,422,0
Male,45,34603,Bachelor,Rural,455,0
Female,39,77089,Bachelor,Rural,600,0
Male,31,42632,Bachelor,Urban,366,0
Male,62,60607,Bachelor,Suburban,693,0
Female,29,36619,High School,Urban,704,0
Male,47,76994,Bachelor,Suburban,748,0
Male,50,93382,Master,Suburban,430,1
Male,31,100354,Master,Urban,368,1
Female,38,41630,Master,Suburban,644,1
Male,23,83775,High School,Suburban,619,1
Male,27,37349,High School,Suburban,476,0
Female,26,67258,PhD,Rural,828,1
Male,49,57464,High School,Urban,459,1
Female,62,83722,High School,Suburban,832,0
Male,26,67344,High School,Urban,434,1
Female,39,77853,Bachelor,Urban,410,1
Male,47,54299,High School,Urban,582,1
Female,41,35111,Bachelor,Urban,819,0
Male,62,31462,Bachelor,Rural,493,0
Male,48,111441,PhD,Rural,346,1
Male,33,111788,High School,Suburban,641,0
Male,28,70581,Bachelor,Urban,541,1
Male,24,101289,Bachelor,Suburban,821,1
Male,31,44175,Bachelor,Suburban,669,0
Female,55,38161,Bachelor,Urban,430,0
Male,46,113434,Master,Urban,569,1
Male,56,114518,High School,Suburban,360,1
Female,37,55757,Master,Rural,463,1
Female,23,61111,Bachelor,Suburban,824,1
Male,45,77645,High School,Rural,571,0
Male,31,53283,Master,Urban,432,1
Male,59,116971,Bachelor,Urban,543,1
Female,43,48906,High School,Rural,733,0
Female,47,70477,High School,Urban,337,0
Male,64,79630,High School,Rural,618,0
Female,60,72021,Bachelor,Suburban,809,0
Female,48,49092,High School,Rural,675,0
Female,50,21242,High School,Suburban,773,0
Female,59,21831,High School,Urban,358,1
Male,41,101833,Master,Rural,798,1
Male,48,88755,Master,Rural,517,1
Male,62,57856,Master,Suburban,428,0
Male,41,103870,High School,Rural,682,1
Male,40,54162,PhD,Urban,687,1
Female,41,71507,Bachelor,Suburban,384,0
Male,56,37987,Master,Rural,809,1
Male,23,92532,Bachelor,Urban,736,0
Male,51,33332,Bachelor,Rural,592,0
Female,55,84340,Master,Suburban,348,1
Male,43,68990,High School,Rural,366,0
Male,24,39873,Bachelor,Urban,428,1
Male,27,112542,Master,Suburban,328,1
Male,36,115761,Master,Suburban,642,0
Female,48,29491,PhD,Rural,844,0
Female,31,78759,Bachelor,Urban,418,0
Male,30,35033,High School,Urban,432,1
Female,54,20968,High School,Rural,626,0
Female,53,20368,Bachelor,Suburban,484,0
Female,27,55010,Bachelor,Urban,805,1
Male,62,30066,High School,Urban,833,1
Male,57,75246,High School,Urban,540,1
Male,23,37533,Bachelor,Rural,815,0
Female,50,50936,Master,Urban,464,1
Male,25,100152,PhD,Urban,517,1
Male,22,89658,Master,Urban,304,1
Male,40,68498,Master,Rural,380,1
Female,47,56390,Bachelor,Urban,546,0
Male,46,119385,PhD,Urban,792,1
Female,31,48365,Bachelor,Suburban,685,0
Female,36,37207,Master,Urban,606,0
Male,43,42940,PhD,Urban,842,1
Female,42,76572,PhD,Suburban,306,1
Male,43,86827,Bachelor,Urban,814,0
Female,57,25534,High School,Rural,372,0
Male,55,54648,High School,Urban,309,1
Female,51,82147,High School,Suburban,421,1
Female,46,56486,High School,Urban,812,0
Female,49,85557,High School,Suburban,740,0
Female,22,54268,Bachelor,Urban,337,0
Male,25,72598,Bachelor,Urban,644,1
Female,28,23641,Master,Suburban,637,0
Female,30,52959,High School,Suburban,483,0
Female,57,33306,Bachelor,Urban,366,0
Male,40,47558,Master,Suburban,316,0
Female,22,76326,Bachelor,Urban,682,1
Female,31,41498,PhD,Rural,667,0
Female,57,47197,High School,Urban,615,0
Male,30,30178,High School,Rural,796,0
Female,63,45032,Bachelor,Urban,644,1
Male,53,47118,High School,Urban,772,1
Female,53,61964,Bachelor,Urban,414,0
Male,27,30798,Bachelor,Urban,399,1
Female,59,74646,High School,Suburban,737,0
Female,38,28536,High School,Suburban,644,0
Male,31,32795,Bachelor,Suburban,648,1
Female,48,65712,Bachelor,Urban,438,1
Male,56,102833,Bachelor,Urban,623,1
Female,42,70830,High School,Rural,601,1
Female,46,37127,High School,Suburban,593,0
Female,49,31539,High School,Urban,828,0
Female,36,66761,High School,Suburban,591,0
Female,25,66219,Master,Suburban,373,1
Male,50,31605,High School,Suburban,783,0
Male,30,107506,Master,Urban,315,1
Female,48,48615,Master,Urban,825,0
Female,47,27903,High School,Urban,635,0
Female,40,48527,Bachelor,Rural,815,1
Female,49,35629,PhD,Urban,426,1
Male,38,45187,Master,Urban,817,1
Female,64,46708,Bachelor,Suburban,428,0
Male,62,100610,Master,Urban,810,1
Male,63,69867,Master,Urban,722,1
Male,41,30893,Bachelor,Rural,684,0
Male,61,49773,Master,Rural,531,0
Male,60,34239,Bachelor,Suburban,494,0
Male,44,50863,Bachelor,Urban,364,0
Female,53,88906,PhD,Rural,576,1
Male,54,98968,Master,Rural,523,1
Male,26,90430,Bachelor,Urban,577,1
Male,64,31515,High School,Suburban,665,0
Male,55,44605,Bachelor,Urban,815,0
Male,61,86240,Master,Urban,514,0
Male,32,35586,Bachelor,Urban,738,1
Female,24,68113,PhD,Urban,727,1
Female,54,28789,Master,Urban,695,1
Female,32,52125,Bachelor,Suburban,508,1
Male,37,117029,High School,Urban,800,1
Male,39,50711,Bachelor,Suburban,762,1
Female,51,67085,Bachelor,Rural,526,0
Male,31,50039,Bachelor,Urban,674,1
Male,39,66561,Bachelor,Urban,799,0
Male,59,105483,Bachelor,Rural,392,1
Male,40,111395,High School,Rural,759,0
Male,57,118658,High School,Urban,620,0
Male,34,31577,Bachelor,Urban,309,0
Female,24,87067,High School,Suburban,602,1
Male,31,63798,Bachelor,Urban,621,0
Female,59,41360,Bachelor,Suburban,755,0
Female,22,74847,Bachelor,Rural,577,1
Female,48,58931,High School,Urban,837,1
Female,29,75823,Master,Urban,692,1
Female,63,58032,Bachelor,Urban,394,0
Male,38,47297,Bachelor,Suburban,406,0
Male,30,101894,Master,Urban,689,1
Male,27,93772,High School,Urban,825,1
Female,64,73413,Bachelor,Rural,370,0
Female,46,46149,PhD,Urban,675,1
Male,60,31462,Master,Urban,667,0
Female,49,39787,PhD,Suburban,350,0
Male,54,45511,Master,Urban,442,0
Female,58,42606,High School,Suburban,718,0
Male,30,78665,High School,Suburban,847,1
Male,39,74414,Bachelor,Urban,799,1
Male,42,111010,Bachelor,Urban,466,1
Male,23,102573,High School,Urban,559,1
Male,64,43386,Master,Rural,491,1
Male,59,84460,Bachelor,Urban,501,1
Female,61,40595,Bachelor,Suburban,484,0
Male,57,53474,Master,Rural,457,1
Male,64,51045,Master,Urban,398,0
Female,58,46853,Bachelor,Rural,540,0
Female,36,40661,Master,Urban,790,0
Male,49,72771,Master,Suburban,501,1
Male,39,82335,Bachelor,Rural,808,1
Male,55,82949,High School,Urban,395,0
Male,43,100714,High School,Urban,789,1
Female,32,50815,Bachelor,Suburban,517,0
Male,34,32716,Bachelor,Rural,826,0
Male,25,46574,PhD,Suburban,572,1
Female,43,78453,Master,Urban,518,0
Male,28,103717,Master,Urban,631,1
Female,64,75991,PhD,Urban,752,1
Male,45,91826,Master,Rural,451,1
Female,25,53349,Bachelor,Urban,646,0
Male,49,101916,High School,Urban,713,0
Female,36,20132,Master,Rural,826,0
Female,22,71990,Bachelor,Rural,730,1
Male,24,30463,Bachelor,Urban,678,0
Female,35,56538,Bachelor,Urban,727,0
Female,59,27213,PhD,Rural,383,1
Female,22,64223,Bachelor,Urban,491,0
Female,59,88371,Master,Urban,340,1
Female,59,88274,High School,Urban,608,1
Male,42,100474,Bachelor,Rural,677,1
Male,50,68185,High School,Suburban,435,0
Female,26,35690,Master,Urban,405,1
Male,31,104417,High School,Urban,818,1
Female,49,32062,Master,Suburban,841,1
Female,42,54731,High School,Suburban,425,1
Male,28,52504,High School,Rural,656,1
Male,24,84970,Bachelor,Suburban,699,1
Female,41,86425,Bachelor,Rural,378,0
Male,40,41695,High School,Rural,688,0
Female,56,48205,Bachelor,Urban,834,0
Male,25,72543,Master,Urban,373,1
Female,26,69112,Bachelor,Urban,304,1
Male,22,63139,High School,Suburban,762,1
Female,25,79010,Master,Suburban,381,0
Male,33,103843,High School,Rural,836,1
Female,48,21067,Bachelor,Urban,704,1
Male,63,64159,High School,Urban,813,1
Female,44,81597,Bachelor,Urban,577,0
Female,46,68521,High School,Urban,523,0
Male,42,59086,PhD,Rural,367,0
Male,45,60480,Bachelor,Suburban,619,0
Male,46,82091,High School,Urban,318,1
Female,53,39563,High School,Urban,642,0
Female,53,67322,Master,Rural,642,1
Male,26,39265,Bachelor,Urban,396,1
Male,57,100990,Master,Suburban,351,1
Male,63,45386,PhD,Urban,474,1
Female,63,87262,PhD,Urban,637,1
Male,60,73254,Master,Urban,652,1
Female,37,37221,High School,Urban,690,0
Male,54,83634,Master,Rural,414,0
Female,42,40968,High School,Urban,647,0
Male,30,77662,Master,Urban,300,0
Male,27,116988,Bachelor,Urban,362,1
Female,56,69508,Master,Urban,525,1
Female,60,61831,Bachelor,Urban,722,1
Female,43,62933,Bachelor,Rural,318,1
Male,62,45581,PhD,Rural,330,1
Male,26,97443,High School,Suburban,323,0
Female,63,63601,Bachelor,Urban,510,0
Female,44,48754,Bachelor,Urban,460,1
Male,38,71984,PhD,Urban,554,1
Male,33,71505,High School,Urban,413,1
Male,44,92699,High School,Rural,803,1
Female,37,33201,High School,Suburban,519,0
Male,24,55464,High School,Rural,656,1
Male,51,53649,PhD,Urban,468,1
Male,43,72065,Master,Urban,823,1
Male,30,64758,Bachelor,Suburban,541,1
Male,50,35596,Bachelor,Urban,674,1
Male,58,46374,Master,Urban,438,1
Male,44,33775,High School,Suburban,396,0
Female,34,47785,Bachelor,Rural,446,0
Male,53,51029,Bachelor,Rural,481,0
Male,44,113981,High School,Urban,356,0
Female,38,65591,Bachelor,Urban,341,0
Female,61,81750,Bachelor,Urban,842,0
Male,42,61105,High School,Rural,301,0
Male,23,43668,High School,Urban,587,0
Male,58,45960,Master,Suburban,437,1
Female,27,34429,High School,Suburban,811,0
Female,39,87808,PhD,Rural,521,0
Female,51,73015,High School,Urban,630,0
Female,43,88936,Master,Urban,703,0
Female,54,77378,Master,Suburban,807,0
Male,51,58132,PhD,Rural,426,0
Male,38,37951,Master,Rural,564,0
Female,64,55256,High School,Urban,314,0
Female,53,58889,Bachelor,Rural,525,0
Male,63,39130,Bachelor,Rural,404,0
Female,35,57207,High School,Urban,792,0
Male,31,92287,High School,Rural,618,0
Male,57,81702,Master,Suburban,518,1
Male,55,66993,Bachelor,Urban,576,1
Male,30,61875,Bachelor,Urban,640,1
Female,63,76862,PhD,Rural,751,0
Male,49,78517,Bachelor,Urban,668,1
Female,32,39768,Bachelor,Suburban,773,0
Female,35,46145,Master,Rural,489,1
Female,60,46442,High School,Suburban,718,0
Male,40,118388,Bachelor,Rural,794,0
Male,36,119156,PhD,Urban,338,1
Male,49,58307,PhD,Urban,461,1
Female,45,43332,Master,Suburban,420,0
Female,29,35764,Bachelor,Urban,698,0
Male,64,93080,Master,Rural,561,1
Female,30,56370,High School,Suburban,428,0
Male,54,56312,High School,Urban,839,1
Female,54,64645,Bachelor,Urban,655,0
Male,40,87608,Bachelor,Rural,731,1
Female,24,26372,High School,Suburban,364,0
Male,31,70277,Bachelor,Urban,517,0
Female,61,36956,High School,Suburban,726,1
Female,63,60473,Bachelor,Rural,373,0
Female,22,33894,Master,Suburban,759,1
Male,50,75212,Bachelor,Urban,724,1
Male,55,39637,High School,Urban,491,0
Male,34,73258,Bachelor,Suburban,488,1
Male,22,65693,Bachelor,Suburban,311,0
Male,55,39824,Bachelor,Urban,538,0
Female,50,37733,Bachelor,Rural,752,1
Female,34,40080,Bachelor,Suburban,682,1
Male,50,30215,PhD,Urban,347,0
Male,60,41523,High School,Rural,616,0
Male,45,105900,Bachelor,Suburban,508,1
Female,47,79846,Bachelor,Urban,846,1
Male,38,53834,Bachelor,Urban,418,0
Female,28,72960,High School,Suburban,614,0
Male,34,73066,High School,Urban,335,1
Female,26,47250,High School,Urban,762,0
Female,47,68137,PhD,Suburban,702,1
Male,24,63896,Master,Rural,406,1
Female,28,63876,Bachelor,Suburban,338,0
Male,60,58899,Master,Suburban,479,0
Female,22,52450,High School,Urban,311,1
Male,38,35583,Master,Urban,638,0
Female,64,81914,Bachelor,Urban,847,1
Female,46,83888,Bachelor,Urban,425,0
Female,24,81293,Master,Rural,362,1
Female,36,88515,Master,Rural,381,1
Male,50,107239,Master,Urban,598,1
Male,64,43329,High School,Urban,333,0
Male,53,101792,PhD,Urban,348,1
Male,47,30228,PhD,Rural,356,0
Female,37,78876,Bachelor,Urban,408,1
Male,46,67052,High School,Urban,816,0
Female,49,77857,High School,Rural,323,0
Female,30,25622,PhD,Urban,520,1
Female,22,86201,Bachelor,Urban,614,0
Male,50,63686,Bachelor,Rural,593,0
Female,43,42995,High School,Urban,309,0
Female,37,28419,High School,Rural,780,0
Male,62,32809,Bachelor,Urban,566,0
Female,62,53837,Bachelor,Urban,387,0
Female,28,68877,PhD,Urban,754,1
Male,35,72818,Bachelor,Suburban,832,1
Male,50,101927,Master,Rural,447,1
Male,40,95681,High School,Suburban,730,1
Male,40,109465,High School,Rural,541,0
Male,23,119862,Bachelor,Rural,365,1
Male,62,67333,Bachelor,Urban,677,1
Male,36,46576,High School,Urban,687,0
Male,24,69405,PhD,Urban,508,1
Female,32,21102,Bachelor,Urban,714,0
Male,51,61601,High School,Urban,315,0
Female,61,66715,High School,Urban,596,0
Male,39,97356,High School,Urban,519,1
Male,23,82116,PhD,Urban,666,1
Male,53,92894,High School,Urban,528,0
Male,29,64635,Bachelor,Rural,739,1
Male,43,37465,Bachelor,Suburban,831,0
Female,27,45570,High School,Urban,749,1
Male,33,115119,High School,Urban,335,1
Female,61,41182,High School,Urban,721,0
Female,57,59373,Bachelor,Suburban,488,0
Male,36,107733,High School,Urban,477,0
Male,49,59511,High School,Rural,614,0
Female,39,36043,Master,Urban,319,1
Male,23,78821,High School,Urban,681,1
Male,34,95776,Master,Urban,442,0
Female,36,39239,Master,Urban,361,1
Male,41,105135,Bachelor,Suburban,541,1
Female,50,23412,Bachelor,Urban,537,0
Female,63,44406,High School,Rural,430,0
Male,50,62574,Master,Rural,422,1
Male,24,71910,Bachelor,Rural,739,0
Male,40,103531,Bachelor,Urban,641,0
Male,24,55186,High School,Urban,718,1
Male,35,52813,PhD,Urban,754,1
Female,61,34691,High School,Urban,497,0
Male,25,115525,Bachelor,Rural,581,1
Male,32,108282,Bachelor,Urban,300,0
Female,52,30794,High School,Rural,631,0
Female,64,88470,Bachelor,Urban,511,1
Female,53,36406,Master,Suburban,386,0
Male,48,102104,Master,Urban,360,1
Female,51,61708,Master,Urban,394,1
Male,64,36080,Bachelor,Suburban,446,1
Male,23,43854,Bachelor,Urban,545,0
Male,30,97695,High School,Suburban,596,1
Female,49,41352,Bachelor,Urban,422,0
Male,52,82982,High School,Urban,755,1
Male,55,71081,Bachelor,Rural,698,0
Male,36,34368,Bachelor,Suburban,530,1
Male,46,57094,Bachelor,Urban,833,1
Female,57,67279,Bachelor,Suburban,701,0
Female,29,74213,PhD,Rural,429,0
Female,30,33026,Bachelor,Suburban,591,0
Male,58,53991,PhD,Urban,575,1
Male,60,31301,Master,Urban,675,0
Male,53,58610,Bachelor,Suburban,354,1
Male,38,111463,Bachelor,Suburban,325,0
Male,56,64678,High School,Urban,740,1
Female,58,51498,Master,Urban,496,1
Male,40,110440,Bachelor,Urban,542,1
Male,50,70875,PhD,Rural,489,1
Male,28,56081,Bachelor,Urban,575,0
Male,49,54354,Master,Urban,708,1
Male,30,48300,Master,Urban,639,1
Female,49,21587,Bachelor,Rural,452,0
Female,27,62782,High School,Urban,697,1
Female,50,74412,Bachelor,Urban,743,0
Male,38,56532,Bachelor,Rural,726,1
Male,37,36464,High School,Rural,786,0
Male,44,46562,Master,Urban,503,0
Male,52,85514,Bachelor,Urban,411,0
Female,24,76572,PhD,Rural,624,0
Male,42,62634,Master,Suburban,557,1
Male,47,30060,Bachelor,Rural,827,1
Male,57,39269,PhD,Suburban,649,1
Male,63,93143,Bachelor,Rural,734,1
Female,58,56069,Master,Suburban,725,1
Male,43,32895,Bachelor,Urban,579,0
Male,63,110859,Bachelor,Urban,670,0
Male,33,42352,Bachelor,Urban,548,0
Male,63,79737,Bachelor,Urban,480,0
Female,34,85294,Bachelor,Rural,377,0
Female,32,49299,Bachelor,Urban,635,0
Female,37,66501,Bachelor,Rural,349,1
Female,29,77134,PhD,Urban,384,1
Male,61,115382,Bachelor,Urban,303,1
Female,61,31249,Bachelor,Suburban,616,0
Male,23,49782,Bachelor,Urban,410,0
Male,51,97691,Master,Urban,633,0
Female,51,32881,PhD,Urban,432,0
Male,33,39196,Bachelor,Suburban,418,0
Female,31,27833,High School,Urban,649,0
Male,32,117245,Bachelor,Rural,841,1
Female,36,83620,Bachelor,Urban,354,1
Female,37,35754,Master,Rural,660,0
Female,38,55282,Bachelor,Urban,752,1
Female,47,56737,PhD,Rural,629,0
Female,23,44124,Bachelor,Suburban,518,0
Male,33,35269,PhD,Rural,507,0
Male,47,73880,High School,Rural,384,1
Male,44,38320,Master,Rural,544,1
Female,39,54077,PhD,Rural,634,1
Male,53,106276,PhD,Urban,511,1
Female,59,32055,High School,Rural,482,0
Male,24,88565,High School,Urban,432,1
Male,59,60930,Bachelor,Urban,649,1
Female,24,77654,High School,Urban,581,1
Male,51,112821,High School,Urban,592,1
Male,22,44380,High School,Urban,568,0
Male,51,106896,Bachelor,Rural,496,0
Female,53,62733,Bachelor,Urban,836,1
Female,49,31760,High School,Urban,319,0
Male,42,35529,High School,Rural,704,0
Male,34,112987,Bachelor,Urban,414,0
Male,48,79178,Bachelor,Rural,325,1
Female,57,60100,High School,Rural,694,1
Female,28,24944,Bachelor,Suburban,680,0
Male,43,79699,PhD,Rural,822,1
Male,31,106396,PhD,Urban,838,1
Male,60,55279,PhD,Urban,382,1
Female,36,75283,Master,Urban,849,1
Female,36,23258,Bachelor,Suburban,744,1
Male,25,70544,Bachelor,Urban,386,1
Male,53,38997,Bachelor,Urban,686,0
Male,44,115711,Bachelor,Urban,697,1
Female,27,59465,Bachelor,Suburban,585,1
Male,45,33225,Bachelor,Urban,668,0
Female,41,54207,Bachelor,Suburban,721,0
Female,58,42553,High School,Urban,742,0
Male,41,81880,Master,Urban,819,1
Male,33,91078,High School,Urban,587,1
Male,54,118646,High School,Suburban,394,0
Female,49,86205,High School,Suburban,340,0
Female,29,45318,Bachelor,Urban,630,0
Female,22,53734,High School,Urban,454,1
Male,58,73601,PhD,Rural,803,1
Male,43,33114,Bachelor,Urban,574,0
Female,27,35893,Bachelor,Urban,478,0
Female,42,36493,Bachelor,Urban,436,0
Male,53,78128,Bachelor,Urban,479,1
Female,56,81779,Master,Urban,481,1
Female,36,58452,Bachelor,Urban,558,1
Female,26,33266,Master,Urban,542,0
Female,27,81607,PhD,Suburban,395,1
Female,46,36940,Master,Urban,496,0
Female,61,44003,Bachelor,Rural,825,0
Male,50,65929,High School,Urban,686,0
Male,28,34321,Bachelor,Rural,707,1
Female,61,69297,Bachelor,Urban,568,0
Male,34,102635,Master,Rural,470,1
Male,59,53760,Master,Urban,469,1
Male,39,41360,Master,Suburban,458,0
Male,23,40313,Master,Urban,808,0
Female,29,28837,High School,Urban,746,0
Female,32,84210,High School,Suburban,381,0
Male,54,44130,High School,Rural,356,0
Male,59,44271,PhD,Urban,818,0
Male,48,46075,Master,Suburban,411,0
Female,41,20370,Bachelor,Urban,347,0
Female,33,20486,Master,Urban,675,0
Male,64,90942,Master,Suburban,332,1
Female,52,46613,PhD,Urban,803,1
Female,48,23196,Master,Suburban,302,1
Female,53,84839,Bachelor,Urban,785,1
Female,31,61916,Bachelor,Rural,815,0
Male,24,99101,High School,Rural,341,0
Female,48,48225,Bachelor,Suburban,308,0
Male,56,80617,Bachelor,Rural,441,0
Female,52,69390,High School,Urban,735,1
Female,36,52275,Master,Rural,326,0
Female,37,21105,Bachelor,Urban,342,0
Female,34,79896,PhD,Suburban,430,0
Male,56,45630,High School,Suburban,515,0
Male,32,50056,Bachelor,Urban,819,1
Female,42,38051,Bachelor,Suburban,644,0
Female,32,86961,High School,Urban,807,0
Male,51,111685,Bachelor,Urban,712,1
Male,56,78639,High School,Urban,545,1
Male,43,89838,High School,Rural,748,0
Female,59,38976,High School,Urban,320,0
Female,52,76866,High School,Suburban,707,0
Male,35,102394,Master,Urban,756,1
Male,45,97657,High School,Rural,743,1
Female,53,35401,Bachelor,Urban,564,0
Female,57,32884,Master,Suburban,483,0
Male,53,81375,Bachelor,Urban,526,1
Female,36,54414,PhD,Rural,847,1
Male,64,49572,Master,Urban,545,1
Male,56,34136,Master,Rural,372,0
Female,24,47862,High School,Urban,449,1
Female,37,25190,Master,Rural,812,0
Female,26,24331,Master,Urban,368,0
Female,42,72186,Bachelor,Suburban,529,1
Female,31,64648,High School,Urban,371,0
Male,40,34823,Bachelor,Urban,696,0
Male,46,100456,Master,Urban,383,1
Male,25,49585,Bachelor,Urban,598,1
Male,50,47272,Master,Urban,592,1
Female,40,73472,High School,Suburban,522,0
Female,64,24677,Master,Suburban,515,0
Male,23,69895,High School,Rural,530,1
Male,31,33720,High School,Urban,704,0
Female,64,80148,Bachelor,Urban,468,0
Male,46,45696,High School,Rural,628,0
Female,41,54457,High School,Urban,725,0
Female,40,62531,High School,Suburban,495,1
Female,44,83171,Bachelor,Urban,825,0
Male,45,81567,PhD,Suburban,376,1
Male,32,91607,Master,Urban,576,1
Female,55,57289,Bachelor,Suburban,765,0
Female,49,53892,High School,Urban,747,1
Male,26,96900,Bachelor,Suburban,619,1
Female,26,54470,Master,Urban,459,1
Male,42,95425,Bachelor,Rural,791,0
Female,33,43296,High School,Suburban,612,0
Male,25,112844,High School,Urban,460,0
Female,63,46382,Master,Urban,607,0
Male,41,87196,Bachelor,Urban,445,0
Male,59,109401,Master,Urban,695,1
Male,46,30495,Bachelor,Urban,388,0
Male,35,74755,High School,Urban,607,0
Female,32,55169,Bachelor,Urban,845,0
Female,53,82182,Bachelor,Rural,670,1
Male,32,108929,High School,Rural,750,1
Male,39,31552,High School,Urban,466,1
Female,48,66144,High School,Suburban,691,0
Female,39,81772,High School,Suburban,790,1
Female,44,33444,Bachelor,Rural,449,0
Male,32,104462,PhD,Urban,767,1
Male,42,53889,Bachelor,Urban,342,1
Female,26,58383,Bachelor,Rural,328,0
Male,44,103591,Bachelor,Rural,330,0
Female,62,28077,Bachelor,Urban,427,0
Male,46,52634,High School,Rural,593,0
Female,62,75612,Bachelor,Urban,740,1
Male,31,93752,Bachelor,Urban,687,1
Female,43,59710,High School,Rural,823,1
Male,40,86398,Master,Rural,846,1
Female,22,26458,Bachelor,Urban,409,0
Male,28,112916,Bachelor,Rural,627,0
Female,25,26853,High School,Suburban,704,0
Female,22,60477,Bachelor,Rural,544,1
Female,36,52222,Master,Rural,462,0
Female,61,38320,High School,Urban,698,1
Female,33,72243,High School,Urban,698,0
Female,43,65615,Bachelor,Urban,792,1
Male,43,72137,High School,Rural,538,1
Female,38,23203,Bachelor,Suburban,764,0
Male,50,37853,Bachelor,Urban,331,0
Male,35,42379,High School,Urban,422,0
Male,41,45792,High School,Urban,833,0
Male,54,68367,Bachelor,Urban,409,1
Female,64,61941,High School,Suburban,570,0
Female,36,72683,High School,Rural,679,0
Female,33,20801,Master,Urban,599,1
Male,61,30786,Bachelor,Rural,548,0
Male,41,99904,Bachelor,Rural,820,1
Male,51,60699,High School,Rural,333,1
Male,59,77691,Bachelor,Urban,527,1
Male,24,67040,Bachelor,Urban,698,1
Male,49,87986,PhD,Urban,519,0
Male,47,68762,Master,Suburban,670,1
Female,51,50720,High School,Rural,827,0
Female,34,29972,Bachelor,Rural,374,0
Female,34,53351,Bachelor,Urban,435,0
Female,23,56145,Bachelor,Urban,373,1
Female,58,76235,Master,Urban,553,1
Male,59,50085,Bachelor,Suburban,317,1
Female,23,56169,High School,Urban,342,1
Female,57,66404,Bachelor,Urban,349,1
Male,47,114269,High School,Suburban,814,1
Male,32,69779,Master,Rural,602,1
Female,29,68506,Bachelor,Suburban,441,0
Male,61,63980,Bachelor,Urban,501,1
Female,64,26772,High School,Rural,506,0
Female,43,39731,Master,Urban,714,1
Male,41,39344,Master,Suburban,520,0
Male,29,45896,Bachelor,Urban,661,0
Male,50,119353,High School,Urban,380,1
Male,61,59813,Bachelor,Suburban,584,1
Male,47,114431,High School,Rural,668,1
Female,51,27612,High School,Rural,791,1
Male,38,40681,High School,Urban,645,0
Male,41,102903,High School,Urban,503,1
Male,37,33228,Bachelor,Rural,324,0
Female,64,75897,PhD,Rural,368,0
Male,28,108683,Bachelor,Suburban,815,1
Male,37,41397,High School,Rural,791,0
Female,48,38706,Bachelor,Urban,539,0
Female,44,63516,Bachelor,Suburban,660,0
Male,45,109183,High School,Urban,740,0
Female,30,66910,PhD,Urban,330,1
Male,56,72317,Bachelor,Urban,621,1
Male,41,77914,PhD,Urban,643,1
Male,58,114633,Bachelor,Suburban,835,1
Male,63,75254,Bachelor,Rural,654,1
Female,38,58015,High School,Rural,770,1
Male,52,83785,Bachelor,Urban,404,0
Male,29,82344,High School,Urban,621,0
Female,36,32818,Master,Urban,826,1
Female,52,83001,Master,Rural,803,0
Male,51,101091,Master,Urban,384,1
Female,41,69832,Master,Suburban,534,0
Male,60,58412,Master,Urban,562,1
Female,33,65784,High School,Urban,305,1
Female,38,29921,Bachelor,Rural,793,0
Female,63,54959,Bachelor,Suburban,588,0
Male,51,101216,Bachelor,Urban,649,1
Male,50,55739,Master,Rural,499,1
Male,40,51209,High School,Suburban,634,0
